folder,epoch,filename,vehicle_id,distance,pitch,yaw,baseline_conf,baseline_detected,patched_conf,patched_detected,conf_drop,evasion_success
natural_checkpoints,0,13817.png,vehicle.toyota.prius,5.0,30.0,0.0,0.245027,0,0.429815,1,-0.184788,0
natural_checkpoints,0,05366.png,vehicle.audi.tt,5.0,30.0,300.0,0.89742,1,0.876239,1,0.021181,0
natural_checkpoints,0,01011.png,vehicle.tesla.model3,7.0,30.0,120.0,0.851776,1,0.844352,1,0.007424,0
natural_checkpoints,0,12213.png,vehicle.toyota.prius,5.0,30.0,330.0,0.53199,1,0.404497,1,0.127493,0
natural_checkpoints,0,06042.png,vehicle.audi.tt,7.0,30.0,300.0,0.946797,1,0.870872,1,0.075925,0
natural_checkpoints,0,20154.png,vehicle.nissan.patrol,5.0,30.0,330.0,0.40778,1,0.271363,1,0.136417,0
natural_checkpoints,0,12962.png,vehicle.toyota.prius,5.0,30.0,210.0,0.590029,1,0.173622,0,0.416407,1
natural_checkpoints,0,09130.png,vehicle.audi.tt,7.0,30.0,150.0,0.622592,1,0.056417,0,0.566175,1
natural_checkpoints,0,07709.png,vehicle.audi.tt,5.0,30.0,0.0,0.611022,1,0.332267,1,0.278755,0
natural_checkpoints,0,09310.png,vehicle.audi.tt,5.0,30.0,150.0,0.524018,1,0.00643,0,0.517588,1
natural_checkpoints,0,15665.png,vehicle.seat.leon,7.0,30.0,30.0,0.905421,1,0.738307,1,0.167114,0
natural_checkpoints,0,18579.png,vehicle.seat.leon,7.0,30.0,210.0,0.783996,1,0.806056,1,-0.02206,0
natural_checkpoints,0,18682.png,vehicle.seat.leon,7.0,30.0,60.0,0.890041,1,0.327796,1,0.562245,0
natural_checkpoints,0,03141.png,vehicle.tesla.model3,7.0,30.0,330.0,0.872477,1,0.398799,1,0.473678,0
natural_checkpoints,0,11276.png,vehicle.toyota.prius,7.0,30.0,300.0,0.406588,1,0.75108,1,-0.344492,0
natural_checkpoints,0,00437.png,vehicle.tesla.model3,5.0,30.0,60.0,0.611562,1,0.016197,0,0.595365,1
natural_checkpoints,0,01872.png,vehicle.tesla.model3,7.0,30.0,300.0,0.390433,1,0.01177,0,0.378663,1
natural_checkpoints,0,05926.png,vehicle.audi.tt,7.0,30.0,30.0,0.881789,1,0.370823,1,0.510966,0
natural_checkpoints,0,10374.png,vehicle.toyota.prius,5.0,30.0,60.0,0.918876,1,0.859135,1,0.059741,0
natural_checkpoints,0,14891.png,vehicle.seat.leon,5.0,30.0,0.0,0.666191,1,0.57954,1,0.086651,0
natural_checkpoints,0,23779.png,vehicle.nissan.patrol,5.0,30.0,240.0,0.826943,1,0.637823,1,0.18912,0
natural_checkpoints,0,04425.png,vehicle.tesla.model3,7.0,30.0,120.0,0.918316,1,0.864024,1,0.054292,0
natural_checkpoints,0,09091.png,vehicle.audi.tt,5.0,30.0,60.0,0.466643,1,0.076171,0,0.390472,1
natural_checkpoints,0,01404.png,vehicle.tesla.model3,5.0,30.0,90.0,0.871684,1,0.912935,1,-0.041251,0
natural_checkpoints,0,01017.png,vehicle.tesla.model3,7.0,30.0,300.0,0.903636,1,0.555662,1,0.347974,0
natural_checkpoints,0,14394.png,vehicle.toyota.prius,7.0,30.0,90.0,0.900827,1,0.897963,1,0.002864,0
natural_checkpoints,0,23140.png,vehicle.nissan.patrol,5.0,30.0,210.0,0.777138,1,0.731057,1,0.046081,0
natural_checkpoints,0,11925.png,vehicle.toyota.prius,7.0,30.0,330.0,0.829942,1,0.590037,1,0.239905,0
natural_checkpoints,0,09412.png,vehicle.audi.tt,5.0,30.0,150.0,0.909043,1,0.489542,1,0.419501,0
natural_checkpoints,0,06253.png,vehicle.audi.tt,7.0,30.0,240.0,0.924631,1,0.775671,1,0.14896,0
natural_checkpoints,0,11555.png,vehicle.toyota.prius,5.0,30.0,30.0,0.58467,1,0.348095,1,0.236575,0
natural_checkpoints,0,11771.png,vehicle.toyota.prius,5.0,30.0,30.0,0.689883,1,0.215442,0,0.474441,1
natural_checkpoints,0,04861.png,vehicle.audi.tt,7.0,30.0,240.0,0.838328,1,0.619394,1,0.218934,0
natural_checkpoints,0,21685.png,vehicle.nissan.patrol,7.0,30.0,300.0,0.755601,1,0.130559,0,0.625042,1
natural_checkpoints,0,16388.png,vehicle.seat.leon,5.0,30.0,270.0,0.932532,1,0.906592,1,0.02594,0
